"path","label"
"./data_clip_violence/0919_F_violence_318_masking.mp4",1
"./data_clip_violence/완료_0910_F_폭행_CAM2_21_masking.mp4",1
"./data_clip_violence/0917_F_violence_01_181_masking.mp4",1
"./data_clip_violence/완료_0909_F_폭행_CAM2_2_masking.mp4",1
"./data_clip_violence/1104_F_violence_244_masking.mp4",1
"./data_clip_violence/0919_F_violence_333_masking.mp4",1
"./data_clip_violence/0919_F_violence_249_masking.mp4",1
"./data_clip_violence/완료_0910_F_폭행_CAM2_27_masking.mp4",1
"./data_clip_violence/1104_F_violence_216_masking.mp4",1
"./data_clip_violence/0917_F_violence_01_167_masking.mp4",1
"./data_clip_violence/1104_F_violence_219_masking.mp4",1
"./data_clip_violence/0919_F_violence_334_masking.mp4",1
"./data_clip_violence/0919_F_violence_316_masking.mp4",1
"./data_clip_violence/완료_0909_F_폭행_CAM3_15_masking.mp4",1
"./data_clip_violence/0919_F_violence_321_masking.mp4",1
"./data_clip_violence/0917_F_violence_01_190_masking.mp4",1
"./data_clip_violence/0917_F_violence_01_170_masking.mp4",1
"./data_clip_violence/완료_0910_F_폭행_CAM6_21_masking.mp4",1
"./data_clip_violence/0919_F_violence_258_masking.mp4",1
"./data_clip_violence/완료_0910_F_폭행_CAM3_21_masking.mp4",1
"./data_clip_violence/0917_F_violence_01_156_masking.mp4",1
"./data_clip_violence/완료_0909_F_폭행_CAM6_7_masking.mp4",1
"./data_clip_violence/완료_0909_F_폭행_CAM3_12_masking.mp4",1
"./data_clip_violence/0919_F_violence_328_masking.mp4",1
"./data_clip_violence/1104_F_violence_246_masking.mp4",1
"./data_clip_violence/0919_F_violence_330_masking.mp4",1
"./data_clip_violence/0919_F_violence_248_masking.mp4",1
"./data_clip_violence/0919_F_violence_312_masking.mp4",1
"./data_clip_violence/완료_0909_F_폭행_CAM6_5_masking.mp4",1
"./data_clip_violence/완료_0909_F_폭행_CAM1_10_masking.mp4",1
"./data_clip_violence/0919_F_violence_307_masking.mp4",1
"./data_clip_violence/0917_F_violence_01_163_masking.mp4",1
"./data_clip_violence/1104_F_violence_233_masking.mp4",1
"./data_clip_violence/1104_F_violence_236_masking.mp4",1
"./data_clip_violence/0919_F_violence_253_masking.mp4",1
"./data_clip_violence/0917_F_violence_01_207_masking.mp4",1
"./data_clip_violence/완료_0909_F_폭행_CAM3_2_masking.mp4",1
"./data_clip_violence/완료_0909_F_폭행_CAM1_7_masking.mp4",1
"./data_clip_violence/0917_F_violence_01_176_masking.mp4",1
"./data_clip_violence/0919_F_violence_283_masking.mp4",1
"./data_clip_violence/완료_0909_F_폭행_CAM3_3_masking.mp4",1
"./data_clip_violence/0917_F_violence_01_172_masking.mp4",1
"./data_clip_violence/완료_0909_F_폭행_CAM6_12_masking.mp4",1
"./data_clip_violence/0917_F_violence_01_185_masking.mp4",1
"./data_clip_violence/완료_0909_F_폭행_CAM2_11_masking.mp4",1
"./data_clip_violence/완료_0909_F_폭행_CAM2_14_masking.mp4",1
"./data_clip_violence/0917_F_violence_01_129_masking.mp4",1
"./data_clip_violence/0919_F_violence_256_masking.mp4",1
"./data_clip_violence/0917_F_violence_01_187_masking.mp4",1
"./data_clip_violence/완료_0909_F_폭행_CAM2_8_masking.mp4",1
"./data_clip_violence/0919_F_violence_310_masking.mp4",1
"./data_clip_violence/0917_F_violence_01_130_masking.mp4",1
