path,label
./data_clip/0929_B_dash_10_046_masking.mp4,0
./data_clip/0917_B_dash_02_90_masking.mp4,0
./data_clip/완료_0909_B_돌진_02_CAM2_6_masking.mp4,0
./data_clip/0919_B_dash_05_1인걷기2인돌진_144_masking.mp4,0
./data_clip/완료_0909_B_돌진_04_CAM1_1_masking.mp4,0
./data_clip/완료_0909_B_돌진_03_CAM3_9_masking.mp4,0
./data_clip/0919_B_dash_06_3인돌진_125_masking.mp4,0
./data_clip/완료_0909_B_돌진_08_CAM2_8_masking.mp4,0
./data_clip/완료_0928_B_돌진_06_3인돌진_022_masking.mp4,0
./data_clip/완료_0910_B_돌진_08_2명걷기2명돌진_CAM1_11_masking.mp4,0
./data_clip/완료_0928_B_돌진_07_3인걷기1인돌진_009_masking.mp4,0
./data_clip/완료_0910_B_돌진_03_2인돌진_CAM1_11_masking.mp4,0
./data_clip/0929_B_dash_01_024__masking.mp4,0
./data_clip/0929_B_dash_10_047_masking.mp4,0
./data_clip/0917_B_dash_03_84_masking.mp4,0
./data_clip/0919_B_dash_09_1인걷기3인돌진_144_masking.mp4,0
./data_clip/완료_0909_B_돌진_02_CAM3_3_masking.mp4,0
./data_clip/완료_0910_B_돌진_04_2인걷기1인돌진_CAM3_12_masking.mp4,0
./data_clip/완료_0909_B_돌진_06_CAM2_7_masking.mp4,0
./data_clip/완료_0909_B_돌진_09_CAM3_1_masking.mp4,0
./data_clip/완료_0928_B_돌진_04_2인걷기1인돌진_033_masking.mp4,0
./data_clip/완료_0909_B_돌진_07_CAM3_2_masking.mp4,0
./data_clip/완료_0910_B_돌진_08_2명걷기2명돌진_CAM1_20_masking.mp4,0
./data_clip/완료_0909_B_돌진_02_CAM3_9_masking.mp4,0
./data_clip/완료_0928_B_돌진_01_1인돌진_031_masking.mp4,0
./data_clip/완료_0910_B_돌진_03_2인돌진_CAM6_16_masking.mp4,0
./data_clip/완료_0909_B_돌진_05_CAM2_1_masking.mp4,0
./data_clip/완료_0909_B_돌진_07_CAM6_4_masking.mp4,0
./data_clip/완료_0909_B_돌진_09_CAM1_4_masking.mp4,0
./data_clip/완료_0910_B_돌진_01_1인돌진_CAM2_16_masking.mp4,0
./data_clip/0919_B_dash_08_2인걷기2인돌진_163_masking.mp4,0
./data_clip/완료_0910_B_돌진_04_2인걷기1인돌진_CAM1_13_masking.mp4,0
./data_clip/완료_0909_B_돌진_09_CAM2_3_masking.mp4,0
./data_clip/0917_B_dash_02_109_masking.mp4,0
./data_clip/0917_B_dash_04_82_masking.mp4,0
./data_clip/0929_B_dash_07_041_masking.mp4,0
./data_clip/0917_B_dash_06_92_masking.mp4,0
./data_clip/0917_B_dash_02_110_masking.mp4,0
./data_clip/완료_0928_B_돌진_01_1인돌진_015_masking.mp4,0
./data_clip/완료_0928_B_돌진_10_4인돌진_038_masking.mp4,0
./data_clip/완료_0909_B_돌진_09_CAM2_8_masking.mp4,0
./data_clip/완료_0928_B_돌진_02_1인걷기1인돌진_028_masking.mp4,0
./data_clip/0917_B_dash_03_97_masking.mp4,0
./data_clip/0917_B_dash_07_82_masking.mp4,0
./data_clip/0917_B_dash_10_115_masking.mp4,0
./data_clip/0919_B_dash_05_1인걷기2인돌진_133_masking.mp4,0
./data_clip/완료_0928_B_돌진_05_1인걷기2인돌진_003_masking.mp4,0
./data_clip/0919_B_dash_04_2인걷기1인돌진_136_masking.mp4,0
./data_clip/완료_0928_B_돌진_06_3인돌진_008_masking.mp4,0
./data_clip/완료_0910_B_돌진_06_3인돌진_CAM3_13_masking.mp4,0
./data_clip/완료_0928_B_돌진_07_3인걷기1인돌진_039_masking.mp4,0
./data_clip/완료_0928_B_돌진_06_3인돌진_024_masking.mp4,0
./data_clip/0929_B_dash_07_051_masking.mp4,0
./data_clip/완료_0909_B_돌진_03_CAM3_8_masking.mp4,0
./data_clip/0917_B_dash_09_81_masking.mp4,0
./data_clip/완료_0909_B_돌진_01_CAM1_4_masking.mp4,0
./data_clip/0917_B_dash_02_104_masking.mp4,0
./data_clip/완료_0909_B_돌진_08_CAM2_7_masking.mp4,0
./data_clip/완료_0928_B_돌진_09_1인걷기3인돌진_004_masking.mp4,0
./data_clip/완료_0928_B_돌진_07_3인걷기1인돌진_024_masking.mp4,0
./data_clip/0919_B_dash_10_4인돌진_120_masking.mp4,0
./data_clip/완료_0928_B_돌진_04_2인걷기1인돌진_019_masking.mp4,0
./data_clip/완료_0928_B_돌진_01_1인돌진_047_masking.mp4,0
./data_clip/완료_0909_B_돌진_01_CAM6_7_masking.mp4,0
./data_clip/완료_0909_B_돌진_09_CAM3_3_masking.mp4,0
./data_clip/완료_0928_B_돌진_07_3인걷기1인돌진_011_masking.mp4,0
./data_clip/완료_0928_B_돌진_07_3인걷기1인돌진_025_masking.mp4,0
./data_clip/완료_0910_B_돌진_06_3인돌진_CAM3_14_masking.mp4,0
./data_clip/완료_0910_B_돌진_01_1인돌진_CAM6_18_masking.mp4,0
./data_clip/0917_B_dash_02_98_masking.mp4,0
./data_clip/완료_0910_B_돌진_09_1명걷기3명돌진_CAM1_12_masking.mp4,0
./data_clip/0919_B_dash_04_2인걷기1인돌진_127_masking.mp4,0
./data_clip/0917_B_dash_05_90_masking.mp4,0
./data_clip/0917_B_dash_05_101_masking.mp4,0
./data_clip/완료_0928_B_돌진_09_1인걷기3인돌진_030_masking.mp4,0
./data_clip/완료_0910_B_돌진_02_1인걷기1인돌진_CAM1_17_masking.mp4,0
./data_clip/0919_B_dash_05_1인걷기2인돌진_141_masking.mp4,0
./data_clip/완료_0910_B_돌진_07_3인걷기1인돌진_CAM6_11_masking.mp4,0
./data_clip/완료_0928_B_돌진_05_1인걷기2인돌진_008_masking.mp4,0
./data_clip/완료_0909_B_돌진_01_CAM2_8_masking.mp4,0
./data_clip/완료_0910_B_돌진_02_1인걷기1인돌진_CAM1_14_masking.mp4,0
./data_clip/완료_0928_B_돌진_10_4인돌진_022_masking.mp4,0
./data_clip/완료_0928_B_돌진_02_1인걷기1인돌진_003_masking.mp4,0
./data_clip/완료_0928_B_돌진_08_2인걷기2인돌진_021_masking.mp4,0
./data_clip/0917_B_dash_10_106_masking.mp4,0
./data_clip/0919_B_dash_03_2인돌진_141_masking.mp4,0
./data_clip/완료_0910_B_돌진_08_2명걷기2명돌진_CAM6_12_masking.mp4,0
./data_clip/완료_0909_B_돌진_02_CAM1_7_masking.mp4,0
./data_clip/완료_0928_B_돌진_01_1인돌진_026_masking.mp4,0
./data_clip/완료_0930_B_돌진_01_1인돌진_16_masking.mp4,0
./data_clip/0917_B_dash_06_102_masking.mp4,0
./data_clip/완료_0928_B_돌진_06_3인돌진_020_masking.mp4,0
./data_clip/완료_0928_B_돌진_06_3인돌진_033_masking.mp4,0
./data_clip/0917_B_dash_06_95_masking.mp4,0
./data_clip/완료_0910_B_돌진_10_4명돌진_CAM2_16_masking.mp4,0
./data_clip/완료_0928_B_돌진_06_3인돌진_004_masking.mp4,0
./data_clip/0917_B_dash_10_100_masking.mp4,0
./data_clip/0917_B_dash_05_86_masking.mp4,0
./data_clip/0917_B_dash_01_153_masking.mp4,0
./data_clip/완료_0910_B_돌진_10_4명돌진_CAM1_15_masking.mp4,0
./data_clip/완료_0909_B_돌진_02_CAM3_6_masking.mp4,0
./data_clip/0919_B_dash_03_2인돌진_150_masking.mp4,0
./data_clip/완료_0928_B_돌진_10_4인돌진_007_masking.mp4,0
