,file_name,start_frame,end_frame
0,1104_A_normal_04_1인걷기1인배회_새 폴더_033_masking.mp4,0,309
1,0917_A_normal_07_87_masking.mp4,21,300
2,0929_A_normal_08_112_masking.mp4,0,304
3,0919_A_normal_09_2인걷기2인배회_218_masking.mp4,0,329
4,완료_0910_A_정상_05_3인걷기_CAM3_8_masking.mp4,12,372
5,완료_0910_A_정상_09_2명걷기2명배회_CAM3_18_masking.mp4,3,309
6,완료_0910_A_정상_09_2명걷기2명배회_CAM3_17_masking.mp4,9,333
7,1104_A_normal_09_2인걷기2인배회_057_masking.mp4,0,297
8,0917_A_normal_01_74_masking.mp4,23,312
9,완료_0909_A_정상_03_CAM2_2_masking.mp4,75,414
10,완료_0910_A_정상_07_2명걷기1명배회_CAM1_10_masking.mp4,6,267
11,1104_A_normal_09_2인걷기2인배회_026_masking.mp4,15,309
12,완료_0909_A_정상_07_CAM2_2_masking.mp4,33,462
13,0917_A_normal_04_68_masking.mp4,3,310
14,1104_A_normal_10_3인걷기1인배회_051_masking.mp4,0,306
15,0919_A_normal_04_1인걷기1인배회_114_masking.mp4,5,292
16,1024_A_normal_09_388_masking.mp4,70,372
17,1104_A_normal_05_3인걷기_038_masking.mp4,0,333
18,1104_A_normal_09_2인걷기2인배회_055_masking.mp4,0,306
19,완료_0909_A_정상_06_CAM1_3_masking.mp4,36,456
20,0917_A_normal_03_49_masking.mp4,0,305
21,0929_A_normal_09_170_masking.mp4,0,297
22,1104_A_normal_06_1인걷기2인배회_060_masking.mp4,0,324
23,0919_A_normal_09_2인걷기2인배회_216_masking.mp4,0,337
24,0917_A_normal_05_71_masking.mp4,52,338
25,1104_A_normal_03_2인걷기_036_masking.mp4,0,327
26,완료_0909_A_정상_08_CAM6_2_masking.mp4,3,360
27,0917_A_normal_10_111_masking.mp4,20,329
28,1104_A_normal_06_1인걷기2인배회_078_masking.mp4,0,279
29,1104_A_normal_08_1인걷기3인배회_003_masking.mp4,0,324
30,0919_A_normal_07_2인걷기1인배회_147_masking.mp4,18,310
31,1104_A_normal_10_3인걷기1인배회_057_masking.mp4,0,282
32,0919_A_normal_10_3인걷기1인배회_187_masking.mp4,30,301
33,0917_A_normal_09_104_masking.mp4,30,328
34,0919_A_normal_10_3인걷기1인배회_219_masking.mp4,9,290
35,0917_A_normal_09_88_masking.mp4,39,365
36,1104_A_normal_09_2인걷기2인배회_027_masking.mp4,0,321
37,0929_A_normal_09_131__masking.mp4,0,326
38,0917_A_normal_09_164_masking.mp4,16,314
39,0919_A_normal_04_1인걷기1인배회_113_masking.mp4,0,310
40,완료_0910_A_정상_01_1인걷기_CAM2_14_masking.mp4,6,354
41,완료_0909_A_정상_08_CAM1_3_masking.mp4,60,477
42,완료_0928_A_정상_01_1인걷기_011_masking.mp4,2,301
43,1104_A_normal_06_1인걷기2인배회_071_masking.mp4,0,303
44,0919_A_normal_07_2인걷기1인배회_117_masking.mp4,3,332
45,완료_0910_A_정상_09_2명걷기2명배회_CAM2_8_masking.mp4,18,357
46,0919_A_normal_10_3인걷기1인배회_183_masking.mp4,65,362
47,0917_A_normal_05_65_masking.mp4,29,299
48,1104_A_normal_10_3인걷기1인배회_026_masking.mp4,15,327
49,완료_0910_A_정상_10_3명걷기1명배회_CAM1_14_masking.mp4,63,369
50,0919_A_normal_09_2인걷기2인배회_219_masking.mp4,0,344
51,1104_A_normal_07_2인걷기1인배회_037_masking.mp4,0,306
52,1104_A_normal_08_1인걷기3인배회_041_masking.mp4,0,297
53,0917_A_normal_01_67_masking.mp4,8,307
54,0919_A_normal_10_3인걷기1인배회_233_masking.mp4,16,335
55,1104_A_normal_05_3인걷기_024_masking.mp4,0,309
56,완료_0910_A_정상_09_2명걷기2명배회_CAM3_13_masking.mp4,33,360
57,완료_0909_A_정상_10_CAM6_8_masking.mp4,39,528
58,완료_0910_A_정상_08_1명걷기3명배회_CAM1_17_masking.mp4,9,357
59,1104_A_normal_09_2인걷기2인배회_007_masking.mp4,0,333
60,0917_A_normal_09_112_masking.mp4,10,328
61,0929_A_normal_09_134__masking.mp4,0,332
62,완료_0910_A_정상_09_2명걷기2명배회_CAM6_21_masking.mp4,18,315
63,완료_0910_A_정상_04_1인걷기1인배회_CAM3_9_masking.mp4,18,303
64,1104_A_normal_08_1인걷기3인배회_043_masking.mp4,0,312
65,완료_0910_A_정상_07_2명걷기1명배회_CAM1_7_masking.mp4,18,336
66,0919_A_normal_09_2인걷기2인배회_186_masking.mp4,0,318
67,0917_A_normal_08_107_masking.mp4,42,333
68,1024_A_normal_10_365_masking.mp4,29,324
69,0917_A_normal_10_143_masking.mp4,26,347
70,완료_0910_A_정상_08_1명걷기3명배회_CAM3_12_masking.mp4,12,306
71,완료_0909_A_정상_10_CAM2_1_masking.mp4,87,561
72,1104_A_normal_07_2인걷기1인배회_008_masking.mp4,0,300
73,완료_0909_A_정상_03_CAM6_5_masking.mp4,15,396
74,완료_0910_A_정상_07_2명걷기1명배회_CAM3_10_masking.mp4,0,267
75,1104_A_normal_06_1인걷기2인배회_073_masking.mp4,12,330
76,1104_A_normal_03_2인걷기_027_masking.mp4,0,357
77,완료_0910_A_정상_05_3인걷기_CAM1_11_masking.mp4,36,363
78,1104_A_normal_06_1인걷기2인배회_066_masking.mp4,9,315
79,0919_A_normal_09_2인걷기2인배회_210_masking.mp4,15,297
80,완료_0910_A_정상_08_1명걷기3명배회_CAM6_9_masking.mp4,3,318
81,0917_A_normal_08_87_masking.mp4,23,297
82,완료_0910_A_정상_07_2명걷기1명배회_CAM6_9_masking.mp4,6,303
83,1104_A_normal_05_3인걷기_035_masking.mp4,30,312
84,완료_0909_A_정상_10_CAM3_5_masking.mp4,51,477
85,1104_A_normal_08_1인걷기3인배회_011_masking.mp4,0,330
86,완료_0910_A_정상_09_2명걷기2명배회_CAM2_12_masking.mp4,18,381
87,1104_A_normal_07_2인걷기1인배회_029_masking.mp4,0,303
88,완료_0910_A_정상_10_3명걷기1명배회_CAM3_11_masking.mp4,12,297
89,완료_0928_A_정상_01_1인걷기_003_masking.mp4,17,308
90,0917_A_normal_05_72_masking.mp4,22,293
91,완료_0910_A_정상_04_1인걷기1인배회_CAM2_10_masking.mp4,39,360
92,0929_A_normal_09_086_masking.mp4,0,310
93,0917_A_normal_10_145_masking.mp4,25,342
94,0917_A_normal_09_122_masking.mp4,20,314
95,1104_A_normal_10_3인걷기1인배회_067_masking.mp4,0,315
96,완료_0909_A_정상_09_CAM6_3_masking.mp4,69,471
97,0917_A_normal_09_143_masking.mp4,14,333
98,0917_A_normal_10_106_masking.mp4,21,323
99,1104_A_normal_06_1인걷기2인배회_063_masking.mp4,0,270
100,완료_0909_A_정상_05_CAM1_3_masking.mp4,48,426
101,1024_A_normal_10_344_masking.mp4,13,322
102,0917_A_normal_09_91_masking.mp4,23,322
103,1024_A_normal_09_395_masking.mp4,8,375
104,1024_A_normal_10_395_masking.mp4,15,327
105,0929_A_normal_08_059_masking.mp4,0,324
106,0917_A_normal_09_147_masking.mp4,9,327
107,0917_A_normal_04_75_masking.mp4,0,322
108,0919_A_normal_10_3인걷기1인배회_173_masking.mp4,12,342
109,완료_0910_A_정상_06_1명걷기2명배회_CAM3_14_masking.mp4,0,333
110,1104_A_normal_04_1인걷기1인배회_032_masking.mp4,6,303
111,완료_0910_A_정상_01_1인걷기_CAM2_12_masking.mp4,9,315
112,완료_0910_A_정상_10_3명걷기1명배회_CAM6_12_masking.mp4,0,300
113,완료_0910_A_정상_05_3인걷기_CAM6_10_masking.mp4,87,327
114,완료_0910_A_정상_08_1명걷기3명배회_CAM1_16_masking.mp4,18,381
115,0919_A_normal_09_2인걷기2인배회_175_masking.mp4,27,322
116,0917_A_normal_10_116_masking.mp4,53,347
117,0917_A_normal_09_148_masking.mp4,28,334
118,완료_0910_A_정상_04_1인걷기1인배회_CAM3_14_masking.mp4,9,381
119,0917_A_normal_09_144_masking.mp4,16,311
120,완료_0909_A_정상_05_CAM2_2_masking.mp4,57,486
121,완료_0909_A_정상_09_CAM2_1_masking.mp4,48,465
122,완료_0928_A_정상_01_1인걷기_022_masking.mp4,10,288
123,완료_0910_A_정상_03_2인걷기_CAM1_11_masking.mp4,129,339
124,1104_A_normal_05_3인걷기_018_masking.mp4,0,321
125,1104_A_normal_09_2인걷기2인배회_045_masking.mp4,0,297
126,0919_A_normal_09_2인걷기2인배회_183_masking.mp4,0,324
127,1024_A_normal_10_353_masking.mp4,62,376
128,1104_A_normal_03_2인걷기_039_masking.mp4,0,330
129,완료_0909_A_정상_07_CAM3_4_masking.mp4,21,510
130,1104_A_normal_10_3인걷기1인배회_079_masking.mp4,12,321
131,0929_A_normal_08_114_masking.mp4,0,338
132,0917_A_normal_08_104_masking.mp4,43,344
133,0929_A_normal_08_111_masking.mp4,0,324
134,완료_0909_A_정상_06_CAM3_3_masking.mp4,0,351
135,완료_0909_A_정상_02_CAM6_5_masking.mp4,0,312
136,완료_0909_A_정상_05_CAM1_1_masking.mp4,102,417
137,0929_A_normal_09_127__masking.mp4,0,247
138,0919_A_normal_10_3인걷기1인배회_196_masking.mp4,19,327
139,완료_0910_A_정상_04_1인걷기1인배회_CAM6_13_masking.mp4,0,303
140,0919_A_normal_10_3인걷기1인배회_240_masking.mp4,15,303
141,0929_A_normal_09_161_masking.mp4,27,352
142,1104_A_normal_06_1인걷기2인배회_043_masking.mp4,0,288
143,1104_A_normal_08_1인걷기3인배회_019_masking.mp4,24,300
144,0929_A_normal_08_073_masking.mp4,0,293
145,1024_A_normal_09_393_masking.mp4,12,332
146,1104_A_normal_02_1인배회_028_masking.mp4,0,345
147,완료_0909_A_정상_03_CAM2_3_masking.mp4,45,381
148,0917_A_normal_06_122_masking.mp4,0,297
149,1104_A_normal_03_2인걷기_045_masking.mp4,0,306
150,0919_A_normal_04_1인걷기1인배회_123_masking.mp4,0,327
151,완료_0910_A_정상_09_2명걷기2명배회_CAM2_21_masking.mp4,36,351
152,0919_A_normal_10_3인걷기1인배회_180_masking.mp4,46,325
153,0917_A_normal_04_58_masking.mp4,42,310
